ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck4n9ad0n1k8t07707l1o68ww,ck4n9464zoapz0ao1bey20wjx,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F13abb9cf-d8df-5938-8412-bf445866e6cc-Patch_58.jpg?Expires=1578782487676&KeyName=labelbox-assets-key-1&Signature=v0pI094-WrWe_R2hbKJft8mwEks,"{""objects"":[],""classifications"":[{""featureId"":""ck4n9acdh0bfy0x97u9yyyamy"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4n9aceb0bfz0x978a1w4gx4"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.5774E+12,1.5774E+12,0.602,Patch_58.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4n9ad0n1k8t07707l1o68ww
ck4n9aej5oycv09837gsekdnl,ck4n94655oatj0ao15ip2gdet,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F5568de03-87db-6311-5eec-ac72ec6c6513-Patch_90.jpg?Expires=1578782487676&KeyName=labelbox-assets-key-1&Signature=xpia3s_dnJnxZaH5DgkxJzcEyno,"{""objects"":[],""classifications"":[{""featureId"":""ck4n9adxf0f7r0z7jrk2phl7o"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4n9adya0f7s0z7ja0q9ikv1"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.5774E+12,1.5774E+12,0.174,Patch_90.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4n9aej5oycv09837gsekdnl
ck4q08sxt7e3e0870az0d8bzz,ck4n94655oatv0ao13yu967de,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fe038d470-a0c3-29c0-6dd3-db34a0dcc8b3-Patch_93.jpg?Expires=1578782487676&KeyName=labelbox-assets-key-1&Signature=V2CQc8slHKIxnkE580Czkuv886w,"{""objects"":[],""classifications"":[{""featureId"":""ck4q08rti0agt0y7yb2fyy5l8"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q08ruk0agu0y7y4dl9p8b0"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,14.697,Patch_93.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q08sxt7e3e0870az0d8bzz
ck4q08v0mtn7u0a06p9jpqthj,ck4n9465uoaxf0ao11cz65kdz,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F1cbb8b55-4704-0272-bd79-b9a25659b15f-Patch_125.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=-kAn18-cIq2v4kHu6t0Ox3ckFDI,"{""objects"":[],""classifications"":[{""featureId"":""ck4q08ue80bqd0y7jsfh68xi1"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q08uf40bqe0y7j5v3ghg63"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.763,Patch_125.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q08v0mtn7u0a06p9jpqthj
ck4q08y9btn8p0a06kcmzq1sa,ck4n9464xoamr0ao12x9wgaj6,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F6c7c3ce4-f72f-741a-77b7-5a3b59d4ce05-Patch_29.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=hlTDTtiR2eB9YymZWsFwnr28FJk,"{""objects"":[],""classifications"":[{""featureId"":""ck4q08xlq0agw0y7yy99n22ny"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q08xmp0agx0y7ydnfqklvb"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,2.267,Patch_29.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q08y9btn8p0a06kcmzq1sa
ck4q0910vtn9x0a06yfrznvvh,ck4n94650oaqb0ao10vkn74pz,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F862d5dbb-c722-a34e-26ed-a4e993398c4e-Patch_61.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=ht1A3wxIsgfduWEFBqozmNaCxHs,"{""objects"":[],""classifications"":[{""featureId"":""ck4q090de0bqf0y7j6pqjibel"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q090ed0bqg0y7jhtnxpvlf"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,1.43,Patch_61.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q0910vtn9x0a06yfrznvvh
ck4q092l46oow0921wz5bgi5v,ck4n94655oau70ao1c0wbd2ha,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F0298a485-f6b5-ac59-7cf3-a5bf6aa6dc40-Patch_96.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=o8ZTWpfgw1a22kDkmgOOwUAz_XI,"{""objects"":[],""classifications"":[{""featureId"":""ck4q091zq0bqh0y7j7o2zzeg0"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q0920v0bqi0y7jrlvklmvb"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.199,Patch_96.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q092l46oow0921wz5bgi5v
ck4q0944z7e680870lliur8ov,ck4n9465uoaxr0ao1087ydfqj,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fcda49e9d-5f4a-d957-98c5-ca39b44a0262-Patch_128.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=Q_xDfZRL17DzkNIePOlu-LSc26s,"{""objects"":[],""classifications"":[{""featureId"":""ck4q093hq0ah00y7ylcry8b32"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q093iu0ah10y7yp96aen41"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.127,Patch_128.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q0944z7e680870lliur8ov
ck4q096bd7e6u08702fayqwsk,ck4n9464qoajj0ao1c1r07rzu,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fa7c72631-0feb-b89d-3092-6b2ba9a597e8-Patch_0.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=seARhwllPofhTmvxxkQ4NP7cK_Y,"{""objects"":[],""classifications"":[{""featureId"":""ck4q095p90ah30y7yjn2qzp5b"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q095q70ah40y7y1mbgqgk1"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.64,Patch_0.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q096bd7e6u08702fayqwsk
ck4q0985kts0t0815iga982na,ck4n9464yoan30ao16ba6hw2k,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F83f5585f-2516-7fdc-8a50-4e35bee6f708-Patch_32.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=4myAiokAcxKi1l7o11JaJNy5nH0,"{""objects"":[],""classifications"":[{""featureId"":""ck4q097hr0bj10x916vzvjykr"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q097ix0bj20x919aqs1sqt"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.445,Patch_32.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q0985kts0t0815iga982na
ck4q09a1f7e7y0870xtqf1ro9,ck4n94650oaqn0ao157z76lna,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F83d1ca1d-0e3f-13d3-c42f-3d5f4a3806f7-Patch_64.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=0qIHc-ZChWwy7ps_iwimORUbY00,"{""objects"":[],""classifications"":[{""featureId"":""ck4q099cy0bql0y7j067twhm6"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q099dq0bqm0y7j4fvunmzz"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.237,Patch_64.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q09a1f7e7y0870xtqf1ro9
ck4q09coqq5br0770sxz44ii8,ck4n94656oauj0ao1botm5g3u,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F74c0b991-4d33-7f69-26aa-1a0b513aa570-Patch_99.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=12_-kBBji9lxZwpnjqy9iew5WDU,"{""objects"":[],""classifications"":[{""featureId"":""ck4q09big0bqn0y7j19j3vp61"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q09bjm0bqo0y7jinp3o0sk"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.882,Patch_99.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q09coqq5br0770sxz44ii8
ck4q09ei8ipku08475xxxu1zl,ck4n9465uoay30ao1331je7pm,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fe555679b-1607-e812-761c-6add642ef48b-Patch_131.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=xUXHqEmRA1pwnfuvRhOCnBKvwqc,"{""objects"":[],""classifications"":[{""featureId"":""ck4q09dtj0bqp0y7jpp9ppxz4"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q09duk0bqq0y7jg1psxgq7"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.043,Patch_131.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q09ei8ipku08475xxxu1zl
ck4q09g6wts8z08226v8pon3g,ck4n9464qoajv0ao16dg91851,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F06453c8f-5bef-5844-e990-39c5db788027-Patch_3.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=z8qoIQJbTtXln_Pzn_pBz9XHrSQ,"{""objects"":[],""classifications"":[{""featureId"":""ck4q09fkm0bqr0y7jljf72n1y"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q09flk0bqs0y7jygfrawwz"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.275,Patch_3.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q09g6wts8z08226v8pon3g
ck4q09i5nts9s08221ndsc4mf,ck4n9464yoanf0ao19uvf42kw,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F08a26b01-8b4c-e79e-d5b9-e63db2663e26-Patch_35.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=ybiCCBt4gfAgAB7M-6evGkRJvd8,"{""objects"":[],""classifications"":[{""featureId"":""ck4q09haf0ah90y7yk815yp3t"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q09hbc0aha0y7yfmmxg15g"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.347,Patch_35.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q09i5nts9s08221ndsc4mf
ck4q09jvb7e9d0870mna6q1cq,ck4n94650oaqz0ao15qymdasd,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F0f299962-3abe-7ab8-a4c6-8d44771adff5-Patch_67.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=rs9m-KIoHvQM740kZfEhri4iG3I,"{""objects"":[],""classifications"":[{""featureId"":""ck4q09j5w0bqt0y7je9tplgto"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q09j6n0bqu0y7jpxyn47n0"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.287,Patch_67.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q09jvb7e9d0870mna6q1cq
ck4q09lj6ts420815izs8zk1d,ck4n94656oauv0ao1bnzgdptr,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fd7384e60-2a94-d59d-aecb-50b26d2586dc-Patch_102.jpg?Expires=1578782487677&KeyName=labelbox-assets-key-1&Signature=psEP0XThh43DCBsWnIH9wT3r7r8,"{""objects"":[],""classifications"":[{""featureId"":""ck4q09kwc0bj60x917uti98sj"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q09kxr0bj70x91rp84652p"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57756E+12,1.57756E+12,0.337,Patch_102.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q09lj6ts420815izs8zk1d
